key	seed	level	GND	AAD	true_ani	complete	missing_percent	s
AG-894-C14_a22_gnd007	AG-894-C14	AG-894-C14_a22_gnd007	0.063467141	0.146993989	93.653286	1		
AG-894-C14_a22_gnd008	AG-894-C14	AG-894-C14_a22_gnd008	0.072443589	0.166761410	92.755641	1		
AG-894-C14_a22_gnd009	AG-894-C14	AG-894-C14_a22_gnd009	0.081635642	0.186112133	91.836436	1		
AG-894-C14_a22_gnd010	AG-894-C14	AG-894-C14_a22_gnd010	0.090670518	0.204732349	90.932948	1		
AG-894-C14_a22_gnd011	AG-894-C14	AG-894-C14_a22_gnd011	0.099706216	0.223851573	90.029378	1		
AG-894-C14_a22_gnd012	AG-894-C14	AG-894-C14_a22_gnd012	0.108662091	0.241885326	89.133791	1		
AG-894-C14_a22_gnd013	AG-894-C14	AG-894-C14_a22_gnd013	0.118036834	0.260258610	88.196317	1		
AG-894-C14_a22_gnd014	AG-894-C14	AG-894-C14_a22_gnd014	0.127028918	0.278171469	87.297108	1		
AG-894-C14_a22_gnd015	AG-894-C14	AG-894-C14_a22_gnd015	0.135978209	0.295785951	86.402179	1		
AG-894-C14_a22_gnd016	AG-894-C14	AG-894-C14_a22_gnd016	0.145164502	0.312685360	85.483550	1		
AG-894-C14_a22_gnd017	AG-894-C14	AG-894-C14_a22_gnd017	0.154396879	0.330420736	84.560312	1		
AG-894-C14_a22_gnd018	AG-894-C14	AG-894-C14_a22_gnd018	0.163189816	0.345354978	83.681018	1		
AG-894-C14_a22_gnd019	AG-894-C14	AG-894-C14_a22_gnd019	0.172539871	0.362822844	82.746013	1		
AG-894-C14_a22_gnd020	AG-894-C14	AG-894-C14_a22_gnd020	0.181554173	0.379709392	81.844583	1		
AG-894-C14_a5_gnd00000	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000000	0.000239215	100.000000	1		
AG-894-C14_a5_gnd00000_p10_s2	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000	0.000239215	100.000000	0	10	2
AG-894-C14_a5_gnd00000_p10_s4	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000	0.000239215	100.000000	0	10	4
AG-894-C14_a5_gnd00000_p11_s5	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000	0.000239215	100.000000	0	11	5
AG-894-C14_a5_gnd00000_p15_s3	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000	0.000239215	100.000000	0	15	3
AG-894-C14_a5_gnd00000_p1_s1	AG-894-C14	AG-894-C14_a5_gnd00000	0.000000	0.000239215	100.000000	0	1	1
AG-894-C14_a5_gnd00005	AG-894-C14	AG-894-C14_a5_gnd00005	0.000456722	0.001360698	99.954328	1		
AG-894-C14_a5_gnd00005_p11_s2	AG-894-C14	AG-894-C14_a5_gnd00005	0.000457	0.001360698	99.954328	0	11	2
AG-894-C14_a5_gnd00005_p16_s1	AG-894-C14	AG-894-C14_a5_gnd00005	0.000457	0.001360698	99.954328	0	16	1
AG-894-C14_a5_gnd00005_p16_s4	AG-894-C14	AG-894-C14_a5_gnd00005	0.000457	0.001360698	99.954328	0	16	4
AG-894-C14_a5_gnd00005_p17_s3	AG-894-C14	AG-894-C14_a5_gnd00005	0.000457	0.001360698	99.954328	0	17	3
AG-894-C14_a5_gnd00005_p9_s5	AG-894-C14	AG-894-C14_a5_gnd00005	0.000457	0.001360698	99.954328	0	9	5
AG-894-C14_a5_gnd00010	AG-894-C14	AG-894-C14_a5_gnd00010	0.000906862	0.002495042	99.909314	1		
AG-894-C14_a5_gnd00010_p11_s5	AG-894-C14	AG-894-C14_a5_gnd00010	0.000907	0.002495042	99.909314	0	11	5
AG-894-C14_a5_gnd00010_p14_s4	AG-894-C14	AG-894-C14_a5_gnd00010	0.000907	0.002495042	99.909314	0	14	4
AG-894-C14_a5_gnd00010_p15_s1	AG-894-C14	AG-894-C14_a5_gnd00010	0.000907	0.002495042	99.909314	0	15	1
AG-894-C14_a5_gnd00010_p15_s3	AG-894-C14	AG-894-C14_a5_gnd00010	0.000907	0.002495042	99.909314	0	15	3
AG-894-C14_a5_gnd00010_p18_s2	AG-894-C14	AG-894-C14_a5_gnd00010	0.000907	0.002495042	99.909314	0	18	2
AG-894-C14_a5_gnd00020	AG-894-C14	AG-894-C14_a5_gnd00020	0.001809608	0.004720002	99.819039	1		
AG-894-C14_a5_gnd00020_p0_s3	AG-894-C14	AG-894-C14_a5_gnd00020	0.001810	0.004720002	99.819039	0	0	3
AG-894-C14_a5_gnd00020_p11_s2	AG-894-C14	AG-894-C14_a5_gnd00020	0.001810	0.004720002	99.819039	0	11	2
AG-894-C14_a5_gnd00020_p13_s1	AG-894-C14	AG-894-C14_a5_gnd00020	0.001810	0.004720002	99.819039	0	13	1
AG-894-C14_a5_gnd00020_p18_s5	AG-894-C14	AG-894-C14_a5_gnd00020	0.001810	0.004720002	99.819039	0	18	5
AG-894-C14_a5_gnd00020_p7_s4	AG-894-C14	AG-894-C14_a5_gnd00020	0.001810	0.004720002	99.819039	0	7	4
AG-894-C14_a5_gnd00030	AG-894-C14	AG-894-C14_a5_gnd00030	0.002737866	0.007032418	99.726213	1		
AG-894-C14_a5_gnd00030_p0_s3	AG-894-C14	AG-894-C14_a5_gnd00030	0.002738	0.007032418	99.726213	0	0	3
AG-894-C14_a5_gnd00030_p13_s5	AG-894-C14	AG-894-C14_a5_gnd00030	0.002738	0.007032418	99.726213	0	13	5
AG-894-C14_a5_gnd00030_p14_s1	AG-894-C14	AG-894-C14_a5_gnd00030	0.002738	0.007032418	99.726213	0	14	1
AG-894-C14_a5_gnd00030_p7_s4	AG-894-C14	AG-894-C14_a5_gnd00030	0.002738	0.007032418	99.726213	0	7	4
AG-894-C14_a5_gnd00030_p9_s2	AG-894-C14	AG-894-C14_a5_gnd00030	0.002738	0.007032418	99.726213	0	9	2
AG-894-C14_a5_gnd00040	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638144	0.009190500	99.636186	1		
AG-894-C14_a5_gnd00040_p12_s3	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638	0.009190500	99.636186	0	12	3
AG-894-C14_a5_gnd00040_p14_s2	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638	0.009190500	99.636186	0	14	2
AG-894-C14_a5_gnd00040_p16_s4	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638	0.009190500	99.636186	0	16	4
AG-894-C14_a5_gnd00040_p9_s1	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638	0.009190500	99.636186	0	9	1
AG-894-C14_a5_gnd00040_p9_s5	AG-894-C14	AG-894-C14_a5_gnd00040	0.003638	0.009190500	99.636186	0	9	5
AG-894-C14_a5_gnd00050	AG-894-C14	AG-894-C14_a5_gnd00050	0.004518672	0.011181390	99.548133	1		
AG-894-C14_a5_gnd00050_p13_s3	AG-894-C14	AG-894-C14_a5_gnd00050	0.004519	0.011181390	99.548133	0	13	3
AG-894-C14_a5_gnd00050_p19_s4	AG-894-C14	AG-894-C14_a5_gnd00050	0.004519	0.011181390	99.548133	0	19	4
AG-894-C14_a5_gnd00050_p20_s5	AG-894-C14	AG-894-C14_a5_gnd00050	0.004519	0.011181390	99.548133	0	20	5
AG-894-C14_a5_gnd00050_p9_s1	AG-894-C14	AG-894-C14_a5_gnd00050	0.004519	0.011181390	99.548133	0	9	1
AG-894-C14_a5_gnd00050_p9_s2	AG-894-C14	AG-894-C14_a5_gnd00050	0.004519	0.011181390	99.548133	0	9	2
AG-894-C14_a5_gnd00060	AG-894-C14	AG-894-C14_a5_gnd00060	0.005428825	0.013478372	99.457117	1		
AG-894-C14_a5_gnd00060_p15_s1	AG-894-C14	AG-894-C14_a5_gnd00060	0.005429	0.013478372	99.457117	0	15	1
AG-894-C14_a5_gnd00060_p15_s5	AG-894-C14	AG-894-C14_a5_gnd00060	0.005429	0.013478372	99.457117	0	15	5
AG-894-C14_a5_gnd00060_p20_s2	AG-894-C14	AG-894-C14_a5_gnd00060	0.005429	0.013478372	99.457117	0	20	2
AG-894-C14_a5_gnd00060_p7_s4	AG-894-C14	AG-894-C14_a5_gnd00060	0.005429	0.013478372	99.457117	0	7	4
AG-894-C14_a5_gnd00060_p8_s3	AG-894-C14	AG-894-C14_a5_gnd00060	0.005429	0.013478372	99.457117	0	8	3
AG-894-C14_a5_gnd00070	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365312	0.015667321	99.363469	1		
AG-894-C14_a5_gnd00070_p16_s2	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365	0.015667321	99.363469	0	16	2
AG-894-C14_a5_gnd00070_p19_s4	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365	0.015667321	99.363469	0	19	4
AG-894-C14_a5_gnd00070_p4_s1	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365	0.015667321	99.363469	0	4	1
AG-894-C14_a5_gnd00070_p6_s3	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365	0.015667321	99.363469	0	6	3
AG-894-C14_a5_gnd00070_p8_s5	AG-894-C14	AG-894-C14_a5_gnd00070	0.006365	0.015667321	99.363469	0	8	5
AG-894-C14_a5_gnd00080	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259007	0.017719943	99.274099	1		
AG-894-C14_a5_gnd00080_p13_s5	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259	0.017719943	99.274099	0	13	5
AG-894-C14_a5_gnd00080_p15_s3	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259	0.017719943	99.274099	0	15	3
AG-894-C14_a5_gnd00080_p18_s1	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259	0.017719943	99.274099	0	18	1
AG-894-C14_a5_gnd00080_p19_s4	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259	0.017719943	99.274099	0	19	4
AG-894-C14_a5_gnd00080_p20_s2	AG-894-C14	AG-894-C14_a5_gnd00080	0.007259	0.017719943	99.274099	0	20	2
AG-894-C14_a5_gnd00090	AG-894-C14	AG-894-C14_a5_gnd00090	0.008132951	0.019986059	99.186705	1		
AG-894-C14_a5_gnd00090_p0_s1	AG-894-C14	AG-894-C14_a5_gnd00090	0.008133	0.019986059	99.186705	0	0	1
AG-894-C14_a5_gnd00090_p17_s2	AG-894-C14	AG-894-C14_a5_gnd00090	0.008133	0.019986059	99.186705	0	17	2
AG-894-C14_a5_gnd00090_p20_s3	AG-894-C14	AG-894-C14_a5_gnd00090	0.008133	0.019986059	99.186705	0	20	3
AG-894-C14_a5_gnd00090_p4_s5	AG-894-C14	AG-894-C14_a5_gnd00090	0.008133	0.019986059	99.186705	0	4	5
AG-894-C14_a5_gnd00090_p9_s4	AG-894-C14	AG-894-C14_a5_gnd00090	0.008133	0.019986059	99.186705	0	9	4
AG-894-C14_a5_gnd001	AG-894-C14	AG-894-C14_a5_gnd001	0.009040636	0.022231596	99.095936	1		
AG-894-C14_a5_gnd001_p10_s3	AG-894-C14	AG-894-C14_a5_gnd001	0.009041	0.022231596	99.095936	0	10	3
AG-894-C14_a5_gnd001_p17_s1	AG-894-C14	AG-894-C14_a5_gnd001	0.009041	0.022231596	99.095936	0	17	1
AG-894-C14_a5_gnd001_p17_s5	AG-894-C14	AG-894-C14_a5_gnd001	0.009041	0.022231596	99.095936	0	17	5
AG-894-C14_a5_gnd001_p19_s2	AG-894-C14	AG-894-C14_a5_gnd001	0.009041	0.022231596	99.095936	0	19	2
AG-894-C14_a5_gnd001_p19_s4	AG-894-C14	AG-894-C14_a5_gnd001	0.009041	0.022231596	99.095936	0	19	4
AG-894-C14_a5_gnd002	AG-894-C14	AG-894-C14_a5_gnd002	0.018132293	0.043367432	98.186771	1		
AG-894-C14_a5_gnd002_p12_s2	AG-894-C14	AG-894-C14_a5_gnd002	0.018132	0.043367432	98.186771	0	12	2
AG-894-C14_a5_gnd002_p13_s5	AG-894-C14	AG-894-C14_a5_gnd002	0.018132	0.043367432	98.186771	0	13	5
AG-894-C14_a5_gnd002_p18_s1	AG-894-C14	AG-894-C14_a5_gnd002	0.018132	0.043367432	98.186771	0	18	1
AG-894-C14_a5_gnd002_p19_s4	AG-894-C14	AG-894-C14_a5_gnd002	0.018132	0.043367432	98.186771	0	19	4
AG-894-C14_a5_gnd002_p9_s3	AG-894-C14	AG-894-C14_a5_gnd002	0.018132	0.043367432	98.186771	0	9	3
AG-894-C14_a5_gnd003	AG-894-C14	AG-894-C14_a5_gnd003	0.027205023	0.064675606	97.279498	1		
AG-894-C14_a5_gnd003_p13_s1	AG-894-C14	AG-894-C14_a5_gnd003	0.027205	0.064675606	97.279498	0	13	1
AG-894-C14_a5_gnd003_p13_s5	AG-894-C14	AG-894-C14_a5_gnd003	0.027205	0.064675606	97.279498	0	13	5
AG-894-C14_a5_gnd003_p14_s2	AG-894-C14	AG-894-C14_a5_gnd003	0.027205	0.064675606	97.279498	0	14	2
AG-894-C14_a5_gnd003_p19_s4	AG-894-C14	AG-894-C14_a5_gnd003	0.027205	0.064675606	97.279498	0	19	4
AG-894-C14_a5_gnd003_p1_s3	AG-894-C14	AG-894-C14_a5_gnd003	0.027205	0.064675606	97.279498	0	1	3
AG-894-C14_a5_gnd004	AG-894-C14	AG-894-C14_a5_gnd004	0.036233315	0.085196684	96.376668	1		
AG-894-C14_a5_gnd004_p0_s5	AG-894-C14	AG-894-C14_a5_gnd004	0.036233	0.085196684	96.376668	0	0	5
AG-894-C14_a5_gnd004_p14_s3	AG-894-C14	AG-894-C14_a5_gnd004	0.036233	0.085196684	96.376668	0	14	3
AG-894-C14_a5_gnd004_p18_s2	AG-894-C14	AG-894-C14_a5_gnd004	0.036233	0.085196684	96.376668	0	18	2
AG-894-C14_a5_gnd004_p6_s4	AG-894-C14	AG-894-C14_a5_gnd004	0.036233	0.085196684	96.376668	0	6	4
AG-894-C14_a5_gnd004_p9_s1	AG-894-C14	AG-894-C14_a5_gnd004	0.036233	0.085196684	96.376668	0	9	1
AG-894-C14_a5_gnd005	AG-894-C14	AG-894-C14_a5_gnd005	0.045228690	0.106149893	95.477131	1		
AG-894-C14_a5_gnd005_p10_s2	AG-894-C14	AG-894-C14_a5_gnd005	0.045229	0.106149893	95.477131	0	10	2
AG-894-C14_a5_gnd005_p13_s5	AG-894-C14	AG-894-C14_a5_gnd005	0.045229	0.106149893	95.477131	0	13	5
AG-894-C14_a5_gnd005_p15_s1	AG-894-C14	AG-894-C14_a5_gnd005	0.045229	0.106149893	95.477131	0	15	1
AG-894-C14_a5_gnd005_p17_s4	AG-894-C14	AG-894-C14_a5_gnd005	0.045229	0.106149893	95.477131	0	17	4
AG-894-C14_a5_gnd005_p18_s3	AG-894-C14	AG-894-C14_a5_gnd005	0.045229	0.106149893	95.477131	0	18	3
AG-894-C14_a5_gnd006	AG-894-C14	AG-894-C14_a5_gnd006	0.054416630	0.126598949	94.558337	1		
AG-894-C14_a5_gnd006_p13_s2	AG-894-C14	AG-894-C14_a5_gnd006	0.054417	0.126598949	94.558337	0	13	2
AG-894-C14_a5_gnd006_p16_s1	AG-894-C14	AG-894-C14_a5_gnd006	0.054417	0.126598949	94.558337	0	16	1
AG-894-C14_a5_gnd006_p16_s5	AG-894-C14	AG-894-C14_a5_gnd006	0.054417	0.126598949	94.558337	0	16	5
AG-894-C14_a5_gnd006_p8_s3	AG-894-C14	AG-894-C14_a5_gnd006	0.054417	0.126598949	94.558337	0	8	3
AG-894-C14_a5_gnd006_p8_s4	AG-894-C14	AG-894-C14_a5_gnd006	0.054417	0.126598949	94.558337	0	8	4
AG-894-C14_a5_gnd007	AG-894-C14	AG-894-C14_a5_gnd007	0.063562600	0.146299493	93.643740	1		
AG-894-C14_a5_gnd007_p10_s5	AG-894-C14	AG-894-C14_a5_gnd007	0.063563	0.146299493	93.643740	0	10	5
AG-894-C14_a5_gnd007_p19_s1	AG-894-C14	AG-894-C14_a5_gnd007	0.063563	0.146299493	93.643740	0	19	1
AG-894-C14_a5_gnd007_p19_s3	AG-894-C14	AG-894-C14_a5_gnd007	0.063563	0.146299493	93.643740	0	19	3
AG-894-C14_a5_gnd007_p20_s4	AG-894-C14	AG-894-C14_a5_gnd007	0.063563	0.146299493	93.643740	0	20	4
AG-894-C14_a5_gnd007_p4_s2	AG-894-C14	AG-894-C14_a5_gnd007	0.063563	0.146299493	93.643740	0	4	2
AG-894-C14_a5_gnd008	AG-894-C14	AG-894-C14_a5_gnd008	0.072523412	0.165534466	92.747659	1		
AG-894-C14_a5_gnd008_p16_s3	AG-894-C14	AG-894-C14_a5_gnd008	0.072523	0.165534466	92.747659	0	16	3
AG-894-C14_a5_gnd008_p17_s1	AG-894-C14	AG-894-C14_a5_gnd008	0.072523	0.165534466	92.747659	0	17	1
AG-894-C14_a5_gnd008_p17_s2	AG-894-C14	AG-894-C14_a5_gnd008	0.072523	0.165534466	92.747659	0	17	2
AG-894-C14_a5_gnd008_p8_s4	AG-894-C14	AG-894-C14_a5_gnd008	0.072523	0.165534466	92.747659	0	8	4
AG-894-C14_a5_gnd008_p8_s5	AG-894-C14	AG-894-C14_a5_gnd008	0.072523	0.165534466	92.747659	0	8	5
AG-894-C14_a5_gnd009	AG-894-C14	AG-894-C14_a5_gnd009	0.081694893	0.184437625	91.830511	1		
AG-894-C14_a5_gnd009_p13_s2	AG-894-C14	AG-894-C14_a5_gnd009	0.081695	0.184437625	91.830511	0	13	2
AG-894-C14_a5_gnd009_p14_s1	AG-894-C14	AG-894-C14_a5_gnd009	0.081695	0.184437625	91.830511	0	14	1
AG-894-C14_a5_gnd009_p19_s3	AG-894-C14	AG-894-C14_a5_gnd009	0.081695	0.184437625	91.830511	0	19	3
AG-894-C14_a5_gnd009_p19_s4	AG-894-C14	AG-894-C14_a5_gnd009	0.081695	0.184437625	91.830511	0	19	4
AG-894-C14_a5_gnd009_p3_s5	AG-894-C14	AG-894-C14_a5_gnd009	0.081695	0.184437625	91.830511	0	3	5
AG-894-C14_a5_gnd010	AG-894-C14	AG-894-C14_a5_gnd010	0.090678747	0.202911225	90.932125	1		
AG-894-C14_a5_gnd010_p14_s2	AG-894-C14	AG-894-C14_a5_gnd010	0.090679	0.202911225	90.932125	0	14	2
AG-894-C14_a5_gnd010_p4_s1	AG-894-C14	AG-894-C14_a5_gnd010	0.090679	0.202911225	90.932125	0	4	1
AG-894-C14_a5_gnd010_p4_s3	AG-894-C14	AG-894-C14_a5_gnd010	0.090679	0.202911225	90.932125	0	4	3
AG-894-C14_a5_gnd010_p7_s5	AG-894-C14	AG-894-C14_a5_gnd010	0.090679	0.202911225	90.932125	0	7	5
AG-894-C14_a5_gnd010_p9_s4	AG-894-C14	AG-894-C14_a5_gnd010	0.090679	0.202911225	90.932125	0	9	4
AG-894-C14_a5_gnd011	AG-894-C14	AG-894-C14_a5_gnd011	0.099701279	0.220998994	90.029872	1		
AG-894-C14_a5_gnd011_p14_s1	AG-894-C14	AG-894-C14_a5_gnd011	0.099701	0.220998994	90.029872	0	14	1
AG-894-C14_a5_gnd011_p15_s5	AG-894-C14	AG-894-C14_a5_gnd011	0.099701	0.220998994	90.029872	0	15	5
AG-894-C14_a5_gnd011_p16_s2	AG-894-C14	AG-894-C14_a5_gnd011	0.099701	0.220998994	90.029872	0	16	2
AG-894-C14_a5_gnd011_p16_s4	AG-894-C14	AG-894-C14_a5_gnd011	0.099701	0.220998994	90.029872	0	16	4
AG-894-C14_a5_gnd011_p7_s3	AG-894-C14	AG-894-C14_a5_gnd011	0.099701	0.220998994	90.029872	0	7	3
AG-894-C14_a5_gnd012	AG-894-C14	AG-894-C14_a5_gnd012	0.108878520	0.239747821	89.112148	1		
AG-894-C14_a5_gnd012_p13_s2	AG-894-C14	AG-894-C14_a5_gnd012	0.108879	0.239747821	89.112148	0	13	2
AG-894-C14_a5_gnd012_p13_s5	AG-894-C14	AG-894-C14_a5_gnd012	0.108879	0.239747821	89.112148	0	13	5
AG-894-C14_a5_gnd012_p16_s1	AG-894-C14	AG-894-C14_a5_gnd012	0.108879	0.239747821	89.112148	0	16	1
AG-894-C14_a5_gnd012_p20_s4	AG-894-C14	AG-894-C14_a5_gnd012	0.108879	0.239747821	89.112148	0	20	4
AG-894-C14_a5_gnd012_p5_s3	AG-894-C14	AG-894-C14_a5_gnd012	0.108879	0.239747821	89.112148	0	5	3
AG-894-C14_a5_gnd013	AG-894-C14	AG-894-C14_a5_gnd013	0.117786665	0.256606074	88.221333	1		
AG-894-C14_a5_gnd013_p12_s2	AG-894-C14	AG-894-C14_a5_gnd013	0.117787	0.256606074	88.221333	0	12	2
AG-894-C14_a5_gnd013_p12_s4	AG-894-C14	AG-894-C14_a5_gnd013	0.117787	0.256606074	88.221333	0	12	4
AG-894-C14_a5_gnd013_p17_s3	AG-894-C14	AG-894-C14_a5_gnd013	0.117787	0.256606074	88.221333	0	17	3
AG-894-C14_a5_gnd013_p7_s1	AG-894-C14	AG-894-C14_a5_gnd013	0.117787	0.256606074	88.221333	0	7	1
AG-894-C14_a5_gnd013_p8_s5	AG-894-C14	AG-894-C14_a5_gnd013	0.117787	0.256606074	88.221333	0	8	5
AG-894-C14_a5_gnd014	AG-894-C14	AG-894-C14_a5_gnd014	0.127009167	0.274536938	87.299083	1		
AG-894-C14_a5_gnd014_p0_s4	AG-894-C14	AG-894-C14_a5_gnd014	0.127009	0.274536938	87.299083	0	0	4
AG-894-C14_a5_gnd014_p10_s3	AG-894-C14	AG-894-C14_a5_gnd014	0.127009	0.274536938	87.299083	0	10	3
AG-894-C14_a5_gnd014_p15_s5	AG-894-C14	AG-894-C14_a5_gnd014	0.127009	0.274536938	87.299083	0	15	5
AG-894-C14_a5_gnd014_p18_s2	AG-894-C14	AG-894-C14_a5_gnd014	0.127009	0.274536938	87.299083	0	18	2
AG-894-C14_a5_gnd014_p9_s1	AG-894-C14	AG-894-C14_a5_gnd014	0.127009	0.274536938	87.299083	0	9	1
AG-894-C14_a5_gnd015	AG-894-C14	AG-894-C14_a5_gnd015	0.136141148	0.292035671	86.385885	1		
AG-894-C14_a5_gnd015_p0_s3	AG-894-C14	AG-894-C14_a5_gnd015	0.136141	0.292035671	86.385885	0	0	3
AG-894-C14_a5_gnd015_p11_s4	AG-894-C14	AG-894-C14_a5_gnd015	0.136141	0.292035671	86.385885	0	11	4
AG-894-C14_a5_gnd015_p13_s1	AG-894-C14	AG-894-C14_a5_gnd015	0.136141	0.292035671	86.385885	0	13	1
AG-894-C14_a5_gnd015_p16_s5	AG-894-C14	AG-894-C14_a5_gnd015	0.136141	0.292035671	86.385885	0	16	5
AG-894-C14_a5_gnd015_p20_s2	AG-894-C14	AG-894-C14_a5_gnd015	0.136141	0.292035671	86.385885	0	20	2
AG-894-C14_a5_gnd016	AG-894-C14	AG-894-C14_a5_gnd016	0.145078918	0.307201412	85.492108	1		
AG-894-C14_a5_gnd016_p10_s2	AG-894-C14	AG-894-C14_a5_gnd016	0.145079	0.307201412	85.492108	0	10	2
AG-894-C14_a5_gnd016_p13_s3	AG-894-C14	AG-894-C14_a5_gnd016	0.145079	0.307201412	85.492108	0	13	3
AG-894-C14_a5_gnd016_p17_s1	AG-894-C14	AG-894-C14_a5_gnd016	0.145079	0.307201412	85.492108	0	17	1
AG-894-C14_a5_gnd016_p17_s5	AG-894-C14	AG-894-C14_a5_gnd016	0.145079	0.307201412	85.492108	0	17	5
AG-894-C14_a5_gnd016_p20_s4	AG-894-C14	AG-894-C14_a5_gnd016	0.145079	0.307201412	85.492108	0	20	4
AG-894-C14_a5_gnd017	AG-894-C14	AG-894-C14_a5_gnd017	0.154229003	0.324900777	84.577100	1		
AG-894-C14_a5_gnd017_p10_s1	AG-894-C14	AG-894-C14_a5_gnd017	0.154229	0.324900777	84.577100	0	10	1
AG-894-C14_a5_gnd017_p15_s5	AG-894-C14	AG-894-C14_a5_gnd017	0.154229	0.324900777	84.577100	0	15	5
AG-894-C14_a5_gnd017_p16_s2	AG-894-C14	AG-894-C14_a5_gnd017	0.154229	0.324900777	84.577100	0	16	2
AG-894-C14_a5_gnd017_p18_s3	AG-894-C14	AG-894-C14_a5_gnd017	0.154229	0.324900777	84.577100	0	18	3
AG-894-C14_a5_gnd017_p4_s4	AG-894-C14	AG-894-C14_a5_gnd017	0.154229	0.324900777	84.577100	0	4	4
AG-894-C14_a5_gnd018	AG-894-C14	AG-894-C14_a5_gnd018	0.163552725	0.340483215	83.644728	1		
AG-894-C14_a5_gnd018_p13_s1	AG-894-C14	AG-894-C14_a5_gnd018	0.163553	0.340483215	83.644728	0	13	1
AG-894-C14_a5_gnd018_p15_s2	AG-894-C14	AG-894-C14_a5_gnd018	0.163553	0.340483215	83.644728	0	15	2
AG-894-C14_a5_gnd018_p18_s5	AG-894-C14	AG-894-C14_a5_gnd018	0.163553	0.340483215	83.644728	0	18	5
AG-894-C14_a5_gnd018_p20_s4	AG-894-C14	AG-894-C14_a5_gnd018	0.163553	0.340483215	83.644728	0	20	4
AG-894-C14_a5_gnd018_p9_s3	AG-894-C14	AG-894-C14_a5_gnd018	0.163553	0.340483215	83.644728	0	9	3
AG-894-C14_a5_gnd019	AG-894-C14	AG-894-C14_a5_gnd019	0.172514360	0.356960782	82.748564	1		
AG-894-C14_a5_gnd019_p0_s5	AG-894-C14	AG-894-C14_a5_gnd019	0.172514	0.356960782	82.748564	0	0	5
AG-894-C14_a5_gnd019_p12_s2	AG-894-C14	AG-894-C14_a5_gnd019	0.172514	0.356960782	82.748564	0	12	2
AG-894-C14_a5_gnd019_p13_s1	AG-894-C14	AG-894-C14_a5_gnd019	0.172514	0.356960782	82.748564	0	13	1
AG-894-C14_a5_gnd019_p20_s3	AG-894-C14	AG-894-C14_a5_gnd019	0.172514	0.356960782	82.748564	0	20	3
AG-894-C14_a5_gnd019_p3_s4	AG-894-C14	AG-894-C14_a5_gnd019	0.172514	0.356960782	82.748564	0	3	4
AG-894-C14_a5_gnd020	AG-894-C14	AG-894-C14_a5_gnd020	0.181699830	0.372198544	81.830017	1		
AG-894-C14_a5_gnd020_p13_s4	AG-894-C14	AG-894-C14_a5_gnd020	0.181700	0.372198544	81.830017	0	13	4
AG-894-C14_a5_gnd020_p17_s2	AG-894-C14	AG-894-C14_a5_gnd020	0.181700	0.372198544	81.830017	0	17	2
AG-894-C14_a5_gnd020_p17_s3	AG-894-C14	AG-894-C14_a5_gnd020	0.181700	0.372198544	81.830017	0	17	3
AG-894-C14_a5_gnd020_p18_s5	AG-894-C14	AG-894-C14_a5_gnd020	0.181700	0.372198544	81.830017	0	18	5
AG-894-C14_a5_gnd020_p5_s1	AG-894-C14	AG-894-C14_a5_gnd020	0.181700	0.372198544	81.830017	0	5	1
AG-894-K15_a22_gnd00000	AG-894-K15	AG-894-K15_a22_gnd00000	0.000000000	0.000290498	100.000000	1		
AG-894-K15_a22_gnd00005	AG-894-K15	AG-894-K15_a22_gnd00005	0.000455929	0.001446242	99.954407	1		
AG-894-K15_a22_gnd00010	AG-894-K15	AG-894-K15_a22_gnd00010	0.000895081	0.002467670	99.910492	1		
AG-894-K15_a22_gnd00020	AG-894-K15	AG-894-K15_a22_gnd00020	0.001776346	0.004735428	99.822365	1		
AG-894-K15_a22_gnd00030	AG-894-K15	AG-894-K15_a22_gnd00030	0.002661559	0.006875117	99.733844	1		
AG-894-K15_a22_gnd00040	AG-894-K15	AG-894-K15_a22_gnd00040	0.003578351	0.009058537	99.642165	1		
AG-894-K15_a22_gnd00050	AG-894-K15	AG-894-K15_a22_gnd00050	0.004440865	0.011348160	99.555913	1		
AG-894-K15_a22_gnd00060	AG-894-K15	AG-894-K15_a22_gnd00060	0.005398119	0.013631536	99.460188	1		
AG-894-K15_a22_gnd00070	AG-894-K15	AG-894-K15_a22_gnd00070	0.006260633	0.015586931	99.373937	1		
